Applicant_Income,Coapplicant_Income,Age,Dependents,Credit_Score,Existing_Loans,DTI_Ratio,Savings,Collateral_Value,Loan_Amount,Loan_Term,Education_Level,Loan_Approved,Employment_Status_Salaried,Employment_Status_Self-employed,Employment_Status_Unemployed,Marital_Status_Single,Loan_Purpose_Car,Loan_Purpose_Education,Loan_Purpose_Home,Loan_Purpose_Personal,Property_Area_Semiurban,Property_Area_Urban,Gender_Male,Employer_Category_Government,Employer_Category_MNC,Employer_Category_Private,Employer_Category_Unemployed,DTI_Ratio_sq,Credit_Score_sq
10755.0,4107.0,59.0,0.0,560.0,2.0,0.34726315789473683,6806.0,5932.0,20323.0,60.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.12059170083102493,313600.0
14383.0,1341.0,47.0,0.0,657.0,2.0,0.18,6429.0,26470.0,18997.0,24.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0324,431649.0
16820.0,8407.0,46.0,1.0,676.0336842105263,3.0,0.21,8123.0,8328.0,4679.0,60.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.04409999999999999,457021.5421872576
9574.0,338.0,34.0,2.0,738.0,0.0,0.21,18015.0,6333.0,30489.0,12.0,1,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.04409999999999999,544644.0
8374.0,5895.0,37.0,3.0,714.0,1.0,0.5,6452.0,46638.0,10488.0,72.0,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.25,509796.0
3678.0,2708.0,38.0,0.0,700.0,0.0,0.19,17158.0,11268.0,4996.0,48.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0361,490000.0
3059.0,1750.0,49.0,0.0,770.0,4.0,0.13,15456.0,5067.0,6695.0,72.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.016900000000000002,592900.0
18198.0,5604.0,40.0,2.0,634.0,1.0,0.6,4019.0,48384.0,31204.0,48.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.36,401956.0
11914.0,2421.0,47.0,1.4747368421052631,789.0,0.0,0.11,12419.0,24802.79263157895,20522.825263157894,12.0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0121,622521.0
12817.0,7119.0,38.0,0.0,786.0,3.0,0.52,929.0,17045.0,15235.0,48.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.27040000000000003,617796.0
12921.0,8901.0,24.0,2.0,786.0,3.0,0.28,19396.0,24802.79263157895,3366.0,12.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.07840000000000001,617796.0
11789.0,5319.0,21.0,3.0,790.0,1.0,0.52,6264.0,22770.0,28467.0,60.0,0,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.27040000000000003,624100.0
18312.0,6609.0,21.0,0.0,768.0,4.0,0.38,7973.0,42770.0,7764.0,84.0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.1444,589824.0
13252.0,5387.0,46.0,3.0,780.0,3.0,0.55,9697.0,7887.0,20522.825263157894,36.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.30250000000000005,608400.0
4693.0,3993.0,40.0,3.0,676.0336842105263,3.0,0.56,11136.0,33182.0,32923.0,48.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.31360000000000005,457021.5421872576
15931.0,8680.0,43.0,2.0,754.0,4.0,0.34726315789473683,19203.0,32370.0,31175.0,12.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.12059170083102493,568516.0
5627.0,8044.0,30.0,3.0,700.0,0.0,0.14,1184.0,39618.0,17292.0,72.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.019600000000000003,490000.0
18157.0,8238.0,31.0,2.0,672.0,3.0,0.23,16911.0,24918.0,2614.0,12.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0529,451584.0
12173.0,4873.0,25.0,1.0,676.0336842105263,2.0,0.43,916.0,35497.0,21939.0,72.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.18489999999999998,457021.5421872576
12230.0,4806.0,21.0,2.0,771.0,3.0,0.54,3574.0,28026.0,20522.825263157894,48.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2916,594441.0
17707.0,8592.0,39.97157894736842,3.0,738.0,0.0,0.33,3319.0,11929.0,24246.0,24.0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.10890000000000001,544644.0
13494.0,5913.0,42.0,1.0,617.0,0.0,0.4,17790.0,47756.0,32688.0,72.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16000000000000003,380689.0
3306.0,7124.0,54.0,2.0,653.0,1.0,0.19,17625.0,36665.0,28962.0,12.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0361,426409.0
8776.0,3157.0,49.0,3.0,629.0,2.0,0.5,5206.0,34937.0,30764.0,48.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.25,395641.0
11474.0,390.0,24.0,0.0,708.0,1.9505263157894737,0.58,19517.0,13563.0,33470.0,12.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.3364,501264.0
9526.0,5082.4557894736845,25.0,0.0,602.0,4.0,0.23,17182.0,28546.0,39501.0,24.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0529,362404.0
7530.0,8820.0,31.0,2.0,676.0336842105263,2.0,0.34726315789473683,17907.0,12888.0,20522.825263157894,36.0,0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.12059170083102493,457021.5421872576
5748.0,7686.0,41.0,2.0,702.0,2.0,0.14,4928.0,37338.0,23072.0,48.0,0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.019600000000000003,492804.0
15545.0,4232.0,55.0,0.0,593.0,4.0,0.38,16105.0,34283.0,29242.0,84.0,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1444,351649.0
2663.0,8007.0,32.0,3.0,689.0,3.0,0.35,2888.0,16958.0,38132.0,24.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12249999999999998,474721.0
3998.0,1521.0,46.0,3.0,639.0,4.0,0.17,2690.0,12634.0,18861.0,60.0,0,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.028900000000000006,408321.0
9994.0,9018.0,39.0,3.0,676.0336842105263,4.0,0.32,4091.0,19251.0,5960.0,48.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1024,457021.5421872576
19879.0,1500.0,27.0,2.0,789.0,3.0,0.27,13960.0,46566.0,19781.0,24.0,1,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0729,622521.0
5304.0,6737.0,27.0,1.0,646.0,3.0,0.36,690.0,19928.0,32126.0,36.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1296,417316.0
15808.0,3294.0,46.0,1.0,769.0,3.0,0.39,1495.0,37245.0,23578.0,12.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1521,591361.0
8585.0,5082.4557894736845,25.0,1.0,558.0,3.0,0.1,11085.0,16455.0,18883.0,48.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.010000000000000002,311364.0
19675.0,2419.0,41.0,1.0,561.0,3.0,0.48,17276.0,27144.0,30782.0,72.0,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2304,314721.0
13649.0,9126.0,39.97157894736842,1.0,618.0,4.0,0.46,10720.0,28013.0,17979.0,24.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.2116,381924.0
3636.0,3042.0,24.0,2.0,731.0,1.0,0.28,5873.0,21876.0,34746.0,36.0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.07840000000000001,534361.0
19082.0,4497.0,43.0,2.0,793.0,1.0,0.13,4503.0,26962.0,1730.0,24.0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.016900000000000002,628849.0
6737.0,1466.0,40.0,1.0,731.0,0.0,0.48,11720.0,28084.0,1056.0,60.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2304,534361.0
16555.0,3561.0,35.0,2.0,577.0,1.0,0.58,13964.0,42319.0,32457.0,84.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3364,332929.0
15877.0,5082.4557894736845,49.0,2.0,605.0,1.0,0.22,897.0,21143.0,20522.825263157894,84.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0484,366025.0
2854.0,5392.0,28.0,1.0,648.0,4.0,0.26,17094.0,26091.0,2701.0,48.0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06760000000000001,419904.0
7855.0,7693.0,39.0,3.0,746.0,3.0,0.19,3695.0,14179.0,20522.825263157894,12.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0361,556516.0
9392.0,9374.0,59.0,2.0,676.0336842105263,3.0,0.34726315789473683,2686.0,32807.0,16100.0,36.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12059170083102493,457021.5421872576
15949.0,3223.0,48.0,3.0,659.0,4.0,0.18,5778.0,10222.0,1947.0,24.0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0324,434281.0
7791.0,7138.0,47.0,2.0,775.0,1.0,0.28,9940.452631578948,23949.0,21505.0,48.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.07840000000000001,600625.0
6931.0,2667.0,24.0,2.0,626.0,4.0,0.45,16799.0,16116.0,7553.0,24.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2025,391876.0
2202.0,7980.0,35.0,1.0,652.0,0.0,0.38,9663.0,48817.0,34525.0,48.0,0,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1444,425104.0
13447.0,130.0,55.0,2.0,655.0,3.0,0.29,4180.0,37564.0,15866.0,84.0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0841,429025.0
14688.0,2983.0,57.0,0.0,658.0,1.9505263157894737,0.31,4262.0,37374.0,31472.0,60.0,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0961,432964.0
6389.0,5082.4557894736845,39.97157894736842,0.0,661.0,0.0,0.38,2515.0,17667.0,6651.0,24.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1444,436921.0
4327.0,7126.0,23.0,1.0,607.0,0.0,0.1,11236.0,8775.0,8273.0,60.0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.010000000000000002,368449.0
10004.0,8230.0,44.0,3.0,627.0,4.0,0.14,14104.0,29655.0,11033.0,72.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.019600000000000003,393129.0
9777.0,7694.0,47.0,3.0,624.0,1.0,0.54,6616.0,47632.0,4535.0,72.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.2916,389376.0
2197.0,6640.0,56.0,3.0,676.0336842105263,1.9505263157894737,0.14,17376.0,14193.0,19677.0,84.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.019600000000000003,457021.5421872576
3930.0,5468.0,54.0,0.0,715.0,2.0,0.45,4370.0,14676.0,18488.0,36.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2025,511225.0
13774.0,920.0,49.0,3.0,617.0,0.0,0.56,18157.0,30776.0,1908.0,60.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.31360000000000005,380689.0
17087.0,7564.0,44.0,3.0,676.0336842105263,2.0,0.24,19945.0,43225.0,5617.0,48.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0576,457021.5421872576
11339.0,8684.0,44.0,1.0,582.0,1.0,0.29,3816.0,17199.0,31431.0,36.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0841,338724.0
13589.0,9323.0,24.0,3.0,620.0,1.0,0.38,1756.0,48812.0,24453.0,24.0,1,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1444,384400.0
17708.0,8502.0,23.0,0.0,605.0,2.0,0.54,2373.0,15066.0,36079.0,24.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.2916,366025.0
19043.0,8930.0,54.0,0.0,654.0,3.0,0.34726315789473683,2576.0,18895.0,17020.0,48.0,0,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12059170083102493,427716.0
4811.0,3241.0,43.0,0.0,749.0,1.0,0.47,4184.0,246.0,27562.0,12.0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.22089999999999999,561001.0
16243.0,545.0,43.0,1.0,650.0,2.0,0.14,2397.0,21209.0,25373.0,12.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.019600000000000003,422500.0
8546.0,4346.0,25.0,1.4747368421052631,600.0,0.0,0.43,12674.0,39284.0,31164.0,24.0,0,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.18489999999999998,360000.0
3986.0,9996.0,51.0,2.0,623.0,2.0,0.31,10326.0,16800.0,2885.0,84.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0961,388129.0
10338.0,3810.0,26.0,3.0,720.0,2.0,0.34,10546.0,46110.0,2049.0,84.0,0,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.11560000000000002,518400.0
13411.0,7206.0,57.0,1.0,670.0,4.0,0.12,4535.0,24802.79263157895,2161.0,48.0,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0144,448900.0
4911.0,9005.0,30.0,0.0,692.0,1.0,0.2,14599.0,20101.0,1815.0,12.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.04000000000000001,478864.0
3734.0,5082.4557894736845,27.0,0.0,715.0,3.0,0.5,9940.452631578948,16491.0,37534.0,60.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.25,511225.0
10680.0,5082.4557894736845,59.0,1.0,692.0,3.0,0.34726315789473683,17118.0,27207.0,28498.0,24.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.12059170083102493,478864.0
7759.0,271.0,58.0,1.0,554.0,4.0,0.25,632.0,41798.0,26037.0,72.0,1,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0625,306916.0
4385.0,3511.0,41.0,1.0,770.0,1.9505263157894737,0.29,13280.0,20897.0,37007.0,60.0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0841,592900.0
13111.0,1771.0,40.0,1.4747368421052631,632.0,2.0,0.53,14746.0,29492.0,14942.0,48.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.28090000000000004,399424.0
6736.0,9454.0,39.97157894736842,0.0,731.0,4.0,0.47,4268.0,1421.0,28278.0,72.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.22089999999999999,534361.0
3802.0,4361.0,42.0,2.0,600.0,0.0,0.24,19285.0,32015.0,9272.0,60.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0576,360000.0
10155.0,7069.0,39.97157894736842,2.0,559.0,1.0,0.16,18047.0,12970.0,34637.0,12.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0256,312481.0
10120.0,920.0,48.0,3.0,689.0,1.0,0.23,15321.0,7283.0,39294.0,84.0,1,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0529,474721.0
8616.0,8190.0,32.0,0.0,795.0,1.0,0.56,10207.0,28488.0,8741.0,12.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.31360000000000005,632025.0
16257.0,3430.0,58.0,0.0,676.0336842105263,2.0,0.39,5591.0,15945.0,5694.0,72.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.1521,457021.5421872576
16486.0,4435.0,56.0,1.0,644.0,0.0,0.37,16226.0,255.0,31306.0,36.0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1369,414736.0
18646.0,3760.0,25.0,1.0,695.0,4.0,0.4,9940.452631578948,11019.0,2934.0,84.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.16000000000000003,483025.0
16075.0,2050.0,33.0,3.0,629.0,4.0,0.28,8572.0,15487.0,22556.0,24.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.07840000000000001,395641.0
11208.0,1165.0,43.0,2.0,781.0,1.0,0.5,13579.0,41797.0,19907.0,72.0,1,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,609961.0
18371.0,8567.0,50.0,1.0,585.0,0.0,0.36,19466.0,19346.0,20522.825263157894,48.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1296,342225.0
13835.0,2033.0,57.0,1.0,574.0,0.0,0.16,9940.452631578948,35050.0,30158.0,24.0,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0256,329476.0
10852.571578947369,6467.0,45.0,0.0,764.0,0.0,0.16,8007.0,8744.0,21293.0,48.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0256,583696.0
4049.0,145.0,47.0,0.0,753.0,3.0,0.37,15903.0,24756.0,34932.0,84.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1369,567009.0
7423.0,4388.0,39.97157894736842,1.0,647.0,3.0,0.57,9940.452631578948,17861.0,34387.0,48.0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.32489999999999997,418609.0
16589.0,7832.0,56.0,0.0,713.0,1.0,0.25,4261.0,25146.0,4066.0,48.0,0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0625,508369.0
9158.0,8623.0,59.0,3.0,650.0,0.0,0.53,2389.0,42687.0,22256.0,12.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.28090000000000004,422500.0
12248.0,8896.0,36.0,1.0,744.0,0.0,0.48,19937.0,46103.0,36105.0,60.0,1,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2304,553536.0
9400.0,8173.0,42.0,0.0,558.0,4.0,0.22,13939.0,21976.0,20522.825263157894,12.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0484,311364.0
11874.0,2632.0,41.0,3.0,676.0336842105263,4.0,0.12,9940.452631578948,591.0,3460.0,12.0,1,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0144,457021.5421872576
17151.0,4494.0,41.0,0.0,602.0,1.0,0.15,9399.0,6277.0,7820.0,84.0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0225,362404.0
3154.0,8056.0,28.0,0.0,695.0,0.0,0.46,544.0,2260.0,37210.0,36.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2116,483025.0
6499.0,7511.0,36.0,0.0,676.0336842105263,1.0,0.2,2239.0,43907.0,17191.0,12.0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.04000000000000001,457021.5421872576
8295.0,9155.0,51.0,1.0,712.0,4.0,0.29,10559.0,347.0,20095.0,24.0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0841,506944.0
14183.0,1828.0,30.0,2.0,612.0,4.0,0.34726315789473683,2627.0,24741.0,11529.0,48.0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.12059170083102493,374544.0
14874.0,9130.0,39.97157894736842,0.0,670.0,3.0,0.46,6618.0,37211.0,33175.0,84.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.2116,448900.0
7539.0,4805.0,54.0,3.0,796.0,1.0,0.16,12123.0,43856.0,18675.0,12.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0256,633616.0
11637.0,806.0,29.0,1.0,775.0,1.0,0.3,9940.452631578948,41542.0,6374.0,72.0,0,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.09,600625.0
17586.0,9655.0,37.0,1.0,654.0,0.0,0.34,8015.0,6869.0,26976.0,48.0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.11560000000000002,427716.0
4557.0,7486.0,31.0,3.0,755.0,0.0,0.37,3130.0,28082.0,14142.0,60.0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1369,570025.0
7592.0,8202.0,52.0,1.4747368421052631,553.0,3.0,0.51,16480.0,22080.0,13204.0,48.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2601,305809.0
18482.0,1868.0,30.0,2.0,642.0,2.0,0.19,14831.0,28979.0,8394.0,84.0,0,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0361,412164.0
